151398.99,57.61,71.45
145895.99,59.79,74.14
169429.01,51.48,63.84
146643.42,59.48,73.76
149804.18,58.23,72.21
155777.67,55.99,69.44
156156.6,55.86,69.27
138455.21,63.0,78.12
158862.27,54.91,68.09
151569.62,57.55,71.36
152483.61,57.2,70.94
159091.13,54.83,67.99
148800.34,58.62,72.69
158239.08,55.12,68.36
147416.06,59.17,73.38
154522.57,56.45,70.0
140485.45,62.09,76.99
150955.18,57.78,71.66
155934.83,55.94,69.37
166214.15,52.48,65.08
