9746.95,62.4,77.41
10256.31,59.3,73.56
9288.13,65.48,81.23
9571.78,63.54,78.82
9981.05,60.94,75.59
10215.12,59.54,73.86
10011.77,60.75,75.36
9960.55,61.06,75.75
10883.13,55.89,69.33
9904.05,61.41,76.18
9872.31,61.61,76.42
10434.01,58.29,72.31
10337.43,58.84,72.99
10020.38,60.7,75.3
10162.06,59.85,74.25
10399.94,58.48,72.55
9891.07,61.49,76.28
9414.7,64.6,80.14
9654.58,63.0,78.15
10351.91,58.75,72.88
