10254.66,59.31,73.58
10828.51,56.17,69.68
9529.42,63.82,79.17
11175.71,54.42,67.51
10297.12,59.07,73.27
10996.13,55.31,68.61
11143.61,54.58,67.71
10659.94,57.06,70.78
9518.23,63.9,79.27
10176.59,59.77,74.14
10319.02,58.94,73.12
11049.74,55.04,68.28
10632.54,57.2,70.96
9121.01,66.68,82.72
10398.08,58.49,72.56
10222.97,59.49,73.8
9044.84,67.24,83.42
10458.05,58.16,72.14
9555.91,63.65,78.95
10517.34,57.83,71.74
